Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Latitude,Longitude
RPT-106069,24-06-2025,14-06-2025,08:03,Chennai,C303,Assault,17,Other,Unknown,Cyber,28,Yes,24:39.5,13.10097538,80.27875118
RPT-106070,29-07-2025,26-07-2025,00:20,Kolkata,B202,Theft,16,Other,Gun,Private,11,No,,22.55682688,88.37114432
RPT-106071,07-05-2025,24-04-2025,15:41,Pune,B202,Assault,76,Male,None,Cyber,21,Yes,24:39.5,18.51662802,73.84098701
RPT-106072,05-11-2024,26-10-2024,02:17,Bangalore,C303,Burglary,64,Other,Unknown,Commercial,26,Yes,24:39.5,12.99079089,77.61030289
RPT-106073,19-11-2024,07-11-2024,12:44,Mumbai,E505,Kidnapping,57,Female,None,Commercial,9,Yes,24:39.5,19.06498084,72.88822205
RPT-106074,25-02-2025,13-02-2025,08:28,Kolkata,F606,Cyber Crime,16,Male,Knife,Commercial,3,Yes,24:39.5,22.58719107,88.37881211
RPT-106075,14-06-2025,08-06-2025,15:30,Hyderabad,B202,Cyber Crime,83,Male,Knife,Public,12,Yes,24:39.5,17.38850923,78.48461416
RPT-106076,22-07-2025,16-07-2025,11:02,Mumbai,B202,Robbery,65,Female,Blunt Object,Residential,6,Yes,24:39.5,19.0723137,72.87885063
RPT-106077,10-04-2025,05-04-2025,00:12,Pune,B202,Theft,42,Female,Poison,Commercial,5,No,,18.51517629,73.85914043
RPT-106078,20-10-2025,15-10-2025,02:41,Hyderabad,A101,Theft,32,Male,Gun,Cyber,8,Yes,24:39.5,17.37198602,78.50452468
RPT-106079,09-02-2025,08-02-2025,04:23,Pune,A101,Theft,73,Other,None,Commercial,30,No,,18.51780999,73.85735224
RPT-106080,12-08-2025,30-07-2025,15:24,Chennai,G707,Kidnapping,28,Male,Poison,Public,28,Yes,24:39.5,13.089994,80.269475
RPT-106081,14-06-2025,08-06-2025,19:45,Kolkata,F606,Fraud,62,Other,None,Transport,23,No,,22.56837676,88.35500215
RPT-106082,14-12-2024,11-12-2024,16:31,Kolkata,F606,Theft,38,Female,Unknown,Commercial,16,No,,22.57206861,88.37614182
RPT-106083,20-05-2025,15-05-2025,01:38,Kolkata,E505,Burglary,39,Other,None,Private,3,Yes,24:39.5,22.56165858,88.36957305
RPT-106084,24-07-2025,11-07-2025,16:50,Pune,F606,Robbery,54,Other,None,Transport,23,Yes,24:39.5,18.5328974,73.84656974
RPT-106085,21-06-2025,15-06-2025,21:17,Bangalore,D404,Burglary,30,Male,Knife,Cyber,1,Yes,24:39.5,12.9817864,77.59162238
RPT-106086,04-01-2025,27-12-2024,18:05,Hyderabad,D404,Burglary,17,Male,Blunt Object,Private,28,No,,17.40427029,78.47961688
RPT-106087,11-01-2025,27-12-2024,16:23,Chennai,A101,Cyber Crime,66,Male,Unknown,Commercial,13,Yes,24:39.5,13.0705454,80.26850822
RPT-106088,02-09-2025,18-08-2025,05:24,Hyderabad,B202,Robbery,46,Male,Unknown,Public,25,No,,17.36717532,78.47467749
RPT-106089,09-11-2024,02-11-2024,09:26,Chennai,A101,Cyber Crime,48,Male,Unknown,Commercial,16,Yes,24:39.5,13.07382099,80.2686051
RPT-106090,17-11-2025,08-11-2025,22:38,Kolkata,D404,Robbery,31,Male,Blunt Object,Public,19,Yes,24:39.5,22.57641012,88.34757771
RPT-106091,05-01-2025,27-12-2024,06:00,Bangalore,F606,Robbery,26,Other,Blunt Object,Commercial,8,No,,12.97707345,77.59185694
RPT-106092,12-12-2024,10-12-2024,08:06,Hyderabad,E505,Assault,61,Male,Unknown,Private,26,Yes,24:39.5,17.40272052,78.49758992
RPT-106093,25-11-2025,10-11-2025,17:26,Bangalore,F606,Theft,57,Female,Gun,Transport,30,Yes,24:39.5,12.97361665,77.60795843
RPT-106094,24-02-2025,20-02-2025,11:16,Pune,D404,Cyber Crime,27,Female,Gun,Private,27,No,,18.52756267,73.87520306
RPT-106095,05-04-2025,26-03-2025,23:59,Delhi,G707,Kidnapping,35,Female,Gun,Transport,23,No,,28.7131099,77.11678443
RPT-106096,27-12-2024,18-12-2024,13:59,Kolkata,C303,Robbery,85,Female,Knife,Transport,22,Yes,24:39.5,22.55578766,88.36652657
RPT-106097,10-01-2025,03-01-2025,12:30,Bangalore,D404,Assault,53,Other,Knife,Commercial,2,No,,12.96208628,77.57613743
RPT-106098,18-10-2025,03-10-2025,15:29,Delhi,F606,Assault,78,Female,Knife,Public,1,Yes,24:39.5,28.68913033,77.10859369
RPT-106099,18-03-2025,13-03-2025,02:42,Hyderabad,G707,Burglary,66,Female,Poison,Residential,14,No,,17.37723518,78.47594046
RPT-106100,03-07-2025,25-06-2025,05:05,Kolkata,G707,Fraud,14,Male,Poison,Public,12,No,,22.59231719,88.3551838
RPT-106101,11-02-2025,28-01-2025,07:52,Mumbai,D404,Cyber Crime,26,Other,Blunt Object,Cyber,6,Yes,24:39.5,19.09563717,72.85862496
RPT-106102,30-06-2025,22-06-2025,23:17,Mumbai,B202,Fraud,33,Other,Unknown,Commercial,3,Yes,24:39.5,19.08036199,72.88430873
RPT-106103,10-12-2024,26-11-2024,18:48,Delhi,D404,Burglary,51,Male,Poison,Public,8,No,,28.69749913,77.08723765
RPT-106104,29-01-2025,27-01-2025,11:10,Pune,B202,Assault,18,Other,Gun,Residential,13,Yes,24:39.5,18.50950269,73.87198091
RPT-106105,27-08-2025,12-08-2025,22:46,Hyderabad,A101,Kidnapping,60,Male,None,Public,19,Yes,24:39.5,17.39959085,78.46710036
RPT-106106,26-09-2025,13-09-2025,07:25,Mumbai,E505,Kidnapping,16,Male,Knife,Private,28,Yes,24:39.5,19.07352329,72.88999352
RPT-106107,14-04-2025,12-04-2025,06:42,Kolkata,G707,Theft,79,Female,Knife,Public,12,Yes,24:39.5,22.56394556,88.36012557
RPT-106108,25-11-2024,15-11-2024,08:28,Hyderabad,D404,Theft,44,Female,Gun,Public,22,Yes,24:39.5,17.37608298,78.49000558
RPT-106109,05-12-2025,30-11-2025,13:49,Bangalore,G707,Theft,26,Other,Gun,Residential,24,Yes,24:39.5,12.96172625,77.5912136
RPT-106110,11-11-2025,01-11-2025,03:54,Kolkata,A101,Burglary,42,Male,Blunt Object,Public,5,No,,22.57647462,88.3465366
RPT-106111,23-12-2024,08-12-2024,17:04,Mumbai,F606,Fraud,30,Other,Poison,Transport,6,Yes,24:39.5,19.07544978,72.85977568
RPT-106112,26-08-2025,14-08-2025,17:17,Bangalore,B202,Assault,85,Female,Knife,Cyber,2,Yes,24:39.5,12.97275607,77.61427303
RPT-106113,10-06-2025,02-06-2025,17:28,Bangalore,F606,Burglary,55,Other,Blunt Object,Cyber,21,No,,12.97888225,77.59572202
RPT-106114,24-01-2025,10-01-2025,04:39,Delhi,C303,Robbery,18,Other,Poison,Transport,25,Yes,24:39.5,28.69403974,77.09333186
RPT-106115,21-07-2025,08-07-2025,07:37,Mumbai,F606,Theft,40,Female,None,Public,15,No,,19.06423292,72.88456927
RPT-106116,27-03-2025,19-03-2025,07:21,Mumbai,A101,Fraud,70,Other,Knife,Residential,25,No,,19.06666356,72.87518403
RPT-106117,18-01-2025,14-01-2025,00:19,Bangalore,B202,Robbery,75,Male,Knife,Transport,8,Yes,24:39.5,12.97048402,77.58736454
RPT-106118,16-11-2024,12-11-2024,04:14,Kolkata,C303,Theft,27,Male,Unknown,Transport,28,Yes,24:39.5,22.56066405,88.34556732
RPT-106119,19-03-2025,10-03-2025,14:10,Bangalore,B202,Kidnapping,47,Female,Knife,Commercial,12,No,,12.96014236,77.59674715
RPT-106120,08-03-2025,04-03-2025,23:28,Bangalore,A101,Assault,36,Other,None,Transport,5,Yes,24:39.5,12.97976385,77.60643053
RPT-106121,17-05-2025,16-05-2025,04:46,Kolkata,F606,Cyber Crime,24,Other,Unknown,Commercial,14,No,,22.55266686,88.36799439
RPT-106122,03-12-2024,28-11-2024,13:35,Bangalore,B202,Cyber Crime,17,Male,Blunt Object,Transport,17,No,,12.95261392,77.5809869
RPT-106123,27-02-2025,25-02-2025,06:36,Delhi,B202,Burglary,29,Male,Knife,Commercial,27,No,,28.6890462,77.10274823
RPT-106124,19-11-2024,11-11-2024,07:27,Mumbai,C303,Cyber Crime,51,Female,Poison,Commercial,25,Yes,24:39.5,19.09012338,72.88086897
RPT-106125,10-03-2025,09-03-2025,03:54,Hyderabad,C303,Kidnapping,35,Female,None,Transport,12,Yes,24:39.5,17.39846448,78.47072445
RPT-106126,11-08-2025,09-08-2025,15:54,Bangalore,G707,Robbery,85,Female,Poison,Transport,17,No,,12.98418983,77.59063213
RPT-106127,22-09-2025,13-09-2025,16:45,Delhi,A101,Theft,35,Male,Knife,Commercial,13,Yes,24:39.5,28.69086759,77.10136025
RPT-106128,02-02-2025,23-01-2025,10:58,Delhi,C303,Kidnapping,54,Other,Blunt Object,Transport,22,No,,28.68556868,77.08761676
RPT-106129,19-08-2025,06-08-2025,07:47,Kolkata,G707,Robbery,62,Other,Unknown,Cyber,10,No,,22.58045577,88.36811079
RPT-106130,19-06-2025,04-06-2025,12:29,Delhi,A101,Cyber Crime,24,Female,Unknown,Cyber,25,No,,28.68832119,77.12023106
RPT-106131,18-06-2025,09-06-2025,03:46,Bangalore,F606,Cyber Crime,66,Other,Knife,Transport,2,No,,12.95584325,77.5820074
RPT-106132,13-09-2025,31-08-2025,09:38,Bangalore,D404,Burglary,53,Female,Gun,Transport,16,No,,12.96725609,77.60956521
RPT-106133,21-11-2025,20-11-2025,14:37,Pune,F606,Fraud,45,Male,Poison,Cyber,24,No,,18.53907058,73.87595073
RPT-106134,13-02-2025,07-02-2025,22:56,Chennai,A101,Theft,64,Other,Knife,Public,27,Yes,24:39.5,13.10225221,80.25381153
RPT-106135,10-03-2025,25-02-2025,16:32,Mumbai,F606,Cyber Crime,19,Male,Blunt Object,Commercial,3,Yes,24:39.5,19.06244444,72.88660107
RPT-106136,12-01-2025,07-01-2025,10:43,Pune,B202,Assault,20,Female,Unknown,Commercial,30,Yes,24:39.5,18.5323922,73.8642446
RPT-106137,30-11-2025,28-11-2025,16:36,Hyderabad,B202,Burglary,23,Female,Poison,Residential,10,Yes,24:39.5,17.37554619,78.49558986
RPT-106138,09-01-2025,01-01-2025,05:45,Bangalore,A101,Fraud,76,Other,None,Public,23,Yes,24:39.5,12.95877295,77.60946179
RPT-106139,31-10-2025,30-10-2025,03:47,Bangalore,A101,Fraud,11,Male,None,Residential,12,No,,12.96077065,77.60002928
RPT-106140,21-07-2025,16-07-2025,13:21,Delhi,A101,Fraud,36,Male,Blunt Object,Residential,17,Yes,24:39.5,28.68662862,77.09068069
RPT-106141,16-08-2025,15-08-2025,00:05,Pune,A101,Robbery,40,Other,Gun,Public,5,No,,18.51387066,73.84120277
RPT-106142,28-01-2025,13-01-2025,14:25,Bangalore,B202,Assault,42,Female,Blunt Object,Cyber,28,No,,12.96047752,77.58822561
RPT-106143,25-03-2025,17-03-2025,23:00,Hyderabad,C303,Robbery,69,Other,Poison,Residential,3,Yes,24:39.5,17.38627012,78.47718651
RPT-106144,06-04-2025,31-03-2025,05:39,Delhi,G707,Assault,28,Other,Unknown,Transport,3,Yes,24:39.5,28.6880167,77.09163371
RPT-106145,01-12-2024,29-11-2024,22:24,Bangalore,E505,Cyber Crime,27,Female,None,Residential,22,No,,12.95293738,77.61001354
RPT-106146,27-11-2025,23-11-2025,11:18,Pune,C303,Robbery,81,Female,None,Private,15,No,,18.51710281,73.849048
RPT-106147,10-07-2025,28-06-2025,21:28,Delhi,A101,Kidnapping,28,Other,Unknown,Transport,19,Yes,24:39.5,28.7029156,77.11007876
RPT-106148,28-08-2025,25-08-2025,12:23,Delhi,A101,Robbery,70,Female,Unknown,Public,19,No,,28.7027842,77.10040254
RPT-106149,02-02-2025,22-01-2025,08:57,Kolkata,E505,Kidnapping,64,Female,Unknown,Commercial,11,Yes,24:39.5,22.55892657,88.35245256
RPT-106150,11-01-2025,03-01-2025,20:41,Pune,D404,Robbery,42,Other,None,Commercial,26,No,,18.53608621,73.85875318
RPT-106151,10-06-2025,27-05-2025,12:08,Mumbai,G707,Fraud,35,Female,Poison,Private,7,No,,19.09131731,72.85995734
RPT-106152,08-05-2025,23-04-2025,19:58,Chennai,A101,Kidnapping,75,Male,Poison,Commercial,19,Yes,24:39.5,13.09852225,80.26759082
RPT-106153,14-03-2025,27-02-2025,05:04,Hyderabad,E505,Cyber Crime,70,Male,Unknown,Commercial,4,No,,17.39552531,78.47287249
RPT-106154,22-02-2025,16-02-2025,04:03,Hyderabad,B202,Fraud,43,Other,Blunt Object,Residential,22,No,,17.39704162,78.4994127
RPT-106155,26-06-2025,20-06-2025,10:44,Mumbai,F606,Robbery,83,Other,Gun,Commercial,25,No,,19.08529921,72.86540921
RPT-106156,23-10-2025,21-10-2025,22:12,Delhi,E505,Burglary,16,Female,Poison,Public,26,Yes,24:39.5,28.71781965,77.10598215
RPT-106157,15-11-2025,10-11-2025,00:44,Mumbai,G707,Robbery,58,Female,Gun,Transport,27,No,,19.05849066,72.86368112
RPT-106158,13-11-2024,05-11-2024,18:15,Delhi,B202,Robbery,33,Female,Poison,Public,30,Yes,24:39.5,28.71840427,77.08803224
RPT-106159,10-08-2025,30-07-2025,15:15,Bangalore,E505,Fraud,40,Male,None,Public,17,Yes,24:39.5,12.96668725,77.60422633
RPT-106160,27-12-2024,17-12-2024,14:04,Bangalore,F606,Theft,70,Male,Gun,Residential,15,Yes,24:39.5,12.95740914,77.6005172
RPT-106161,05-08-2025,30-07-2025,11:11,Hyderabad,B202,Assault,73,Male,None,Transport,14,No,,17.38616131,78.48330369
RPT-106162,04-09-2025,25-08-2025,06:57,Delhi,D404,Burglary,50,Other,Gun,Private,8,Yes,24:39.5,28.69140019,77.12205391
RPT-106163,19-06-2025,16-06-2025,16:56,Hyderabad,F606,Burglary,35,Other,Unknown,Transport,18,Yes,24:39.5,17.38394505,78.48218454
RPT-106164,03-12-2025,18-11-2025,06:16,Mumbai,D404,Theft,34,Male,Knife,Public,27,Yes,24:39.5,19.09235169,72.86084879
RPT-106165,02-10-2025,30-09-2025,22:49,Delhi,G707,Kidnapping,19,Other,Blunt Object,Cyber,22,No,,28.71753147,77.09375164
RPT-106166,23-06-2025,14-06-2025,12:31,Kolkata,F606,Assault,33,Female,Unknown,Residential,28,No,,22.56366212,88.37752238
RPT-106167,29-11-2024,25-11-2024,10:55,Delhi,D404,Assault,30,Female,Gun,Transport,26,No,,28.69616987,77.11602378
RPT-106168,05-06-2025,25-05-2025,17:05,Bangalore,D404,Cyber Crime,20,Male,Blunt Object,Commercial,10,No,,12.98874504,77.59037699
RPT-106169,28-11-2024,18-11-2024,06:31,Delhi,B202,Assault,73,Other,None,Cyber,26,No,,28.69291386,77.08639777
RPT-106170,27-06-2025,12-06-2025,20:53,Kolkata,B202,Fraud,15,Female,Poison,Commercial,8,No,,22.57665628,88.36517904
RPT-106171,10-08-2025,07-08-2025,10:29,Pune,F606,Fraud,24,Other,Knife,Public,15,No,,18.52246908,73.83858446
RPT-106172,11-07-2025,09-07-2025,03:15,Bangalore,G707,Burglary,39,Female,Unknown,Residential,24,Yes,24:39.5,12.972283,77.57830707
RPT-106173,31-05-2025,23-05-2025,03:08,Mumbai,F606,Kidnapping,20,Other,None,Cyber,28,Yes,24:39.5,19.084148,72.89178681
RPT-106174,17-04-2025,03-04-2025,07:33,Chennai,B202,Robbery,10,Male,Gun,Private,18,Yes,24:39.5,13.06505349,80.2696769
RPT-106175,01-06-2025,18-05-2025,06:12,Hyderabad,E505,Assault,71,Other,Gun,Cyber,18,No,,17.40487769,78.48971057
RPT-106176,19-06-2025,12-06-2025,08:12,Pune,G707,Theft,78,Female,None,Residential,15,Yes,24:39.5,18.50806673,73.87434362
RPT-106177,27-05-2025,18-05-2025,06:49,Mumbai,A101,Burglary,30,Male,Knife,Public,17,Yes,24:39.5,19.09290438,72.87592757
RPT-106178,04-05-2025,02-05-2025,09:23,Mumbai,B202,Burglary,53,Male,Unknown,Public,11,Yes,24:39.5,19.05941367,72.89317034
RPT-106179,24-05-2025,13-05-2025,13:09,Kolkata,G707,Kidnapping,14,Other,Gun,Commercial,27,Yes,24:39.5,22.56315828,88.36964322
RPT-106180,25-02-2025,17-02-2025,03:59,Chennai,D404,Kidnapping,48,Male,Knife,Cyber,7,No,,13.08047573,80.28566089
RPT-106181,15-06-2025,14-06-2025,13:05,Chennai,D404,Fraud,49,Male,None,Residential,8,No,,13.08533309,80.29059262
RPT-106182,14-04-2025,04-04-2025,04:59,Hyderabad,C303,Robbery,21,Other,Unknown,Transport,7,Yes,24:39.5,17.40390476,78.4870264
RPT-106183,01-12-2024,28-11-2024,05:56,Mumbai,D404,Robbery,60,Male,Poison,Transport,13,Yes,24:39.5,19.08118687,72.86345011
RPT-106184,10-06-2025,31-05-2025,18:06,Delhi,D404,Assault,74,Female,Poison,Commercial,27,No,,28.72164816,77.09861664
RPT-106185,14-12-2024,13-12-2024,11:09,Hyderabad,D404,Cyber Crime,48,Male,Gun,Cyber,20,No,,17.38553887,78.4940079
RPT-106186,05-12-2024,24-11-2024,17:48,Mumbai,C303,Burglary,36,Male,Unknown,Commercial,20,Yes,24:39.5,19.06146225,72.88059044
RPT-106187,17-11-2024,10-11-2024,16:48,Pune,G707,Robbery,77,Other,None,Commercial,2,Yes,24:39.5,18.5060814,73.87056763
RPT-106188,25-09-2025,20-09-2025,18:55,Delhi,E505,Fraud,68,Other,Knife,Commercial,19,No,,28.71531596,77.11937623
RPT-106189,25-05-2025,15-05-2025,09:50,Pune,B202,Robbery,81,Male,Poison,Cyber,24,Yes,24:39.5,18.50924426,73.84268746
RPT-106190,23-11-2025,12-11-2025,14:18,Chennai,D404,Assault,24,Female,None,Transport,1,Yes,24:39.5,13.06562618,80.26289443
RPT-106191,09-01-2025,03-01-2025,07:33,Bangalore,C303,Burglary,46,Male,Blunt Object,Cyber,14,Yes,24:39.5,12.9738952,77.61286907
RPT-106192,02-10-2025,25-09-2025,07:04,Hyderabad,D404,Robbery,60,Male,None,Residential,20,Yes,24:39.5,17.37359927,78.48570623
RPT-106193,19-01-2025,09-01-2025,01:32,Mumbai,E505,Kidnapping,16,Female,Poison,Cyber,25,No,,19.07372544,72.86695732
RPT-106194,23-12-2024,08-12-2024,13:53,Bangalore,G707,Theft,65,Male,Knife,Public,22,No,,12.95179078,77.6018759
RPT-106195,12-07-2025,08-07-2025,16:52,Kolkata,E505,Assault,53,Male,Knife,Cyber,3,No,,22.57238005,88.36528447
RPT-106196,01-04-2025,19-03-2025,17:38,Bangalore,D404,Assault,62,Male,Knife,Commercial,3,No,,12.96561966,77.57862998
RPT-106197,14-08-2025,09-08-2025,14:01,Mumbai,F606,Robbery,73,Male,Blunt Object,Commercial,29,Yes,24:39.5,19.05742696,72.89758483
RPT-106198,26-04-2025,19-04-2025,21:14,Mumbai,C303,Cyber Crime,57,Male,Gun,Cyber,9,No,,19.0655608,72.86213235
RPT-106199,24-08-2025,18-08-2025,21:45,Bangalore,B202,Assault,14,Other,None,Commercial,13,No,,12.97602845,77.59883517
RPT-106200,05-04-2025,22-03-2025,23:07,Mumbai,A101,Cyber Crime,32,Male,Blunt Object,Residential,18,No,,19.08950868,72.89071922
RPT-106201,31-12-2024,29-12-2024,01:39,Hyderabad,F606,Assault,78,Female,Blunt Object,Residential,3,No,,17.38725147,78.48908945
RPT-106202,11-03-2025,26-02-2025,15:52,Chennai,C303,Kidnapping,31,Other,Knife,Residential,26,No,,13.08573608,80.27284191
RPT-106203,13-11-2024,31-10-2024,15:55,Chennai,F606,Fraud,24,Other,Poison,Transport,30,Yes,24:39.5,13.07882102,80.26634102
RPT-106204,22-01-2025,14-01-2025,06:03,Delhi,B202,Cyber Crime,31,Male,None,Public,14,Yes,24:39.5,28.68561551,77.10870262
RPT-106205,06-10-2025,24-09-2025,23:07,Hyderabad,C303,Cyber Crime,10,Other,None,Residential,3,No,,17.3977024,78.47483813
RPT-106206,16-08-2025,02-08-2025,07:04,Chennai,E505,Assault,60,Female,Gun,Residential,2,No,,13.08460452,80.2620516
RPT-106207,08-11-2024,05-11-2024,22:11,Pune,A101,Theft,14,Other,Unknown,Public,25,Yes,24:39.5,18.52443271,73.86046504
RPT-106208,25-10-2025,23-10-2025,16:55,Bangalore,A101,Theft,27,Female,None,Commercial,23,Yes,24:39.5,12.98116759,77.58291212
RPT-106209,21-09-2025,06-09-2025,14:48,Kolkata,B202,Burglary,26,Female,Gun,Cyber,12,No,,22.5768712,88.34931337
RPT-106210,05-06-2025,22-05-2025,16:22,Kolkata,F606,Theft,29,Female,Unknown,Private,11,Yes,24:39.5,22.56374421,88.3505507
RPT-106211,15-07-2025,09-07-2025,17:37,Mumbai,G707,Robbery,37,Male,Blunt Object,Cyber,6,No,,19.08287429,72.88993925
RPT-106212,08-11-2025,25-10-2025,23:23,Mumbai,D404,Kidnapping,31,Male,Poison,Public,21,No,,19.09106941,72.8749709
RPT-106213,15-08-2025,07-08-2025,12:57,Hyderabad,F606,Robbery,28,Other,Blunt Object,Commercial,7,No,,17.38575797,78.47240845
RPT-106214,28-11-2025,27-11-2025,17:28,Bangalore,B202,Burglary,30,Female,None,Private,5,No,,12.96035559,77.60987458
RPT-106215,09-01-2025,02-01-2025,00:44,Kolkata,D404,Kidnapping,31,Male,Poison,Transport,10,No,,22.5531404,88.36406128
RPT-106216,09-07-2025,06-07-2025,14:30,Hyderabad,G707,Burglary,68,Male,Poison,Residential,10,Yes,24:39.5,17.39646722,78.48492484
RPT-106217,11-06-2025,29-05-2025,01:23,Pune,C303,Fraud,71,Female,Blunt Object,Commercial,14,Yes,24:39.5,18.512087,73.85720168
RPT-106218,29-03-2025,23-03-2025,03:34,Delhi,F606,Theft,14,Female,Blunt Object,Cyber,14,No,,28.70912611,77.11178945
RPT-106219,28-11-2025,22-11-2025,07:01,Mumbai,A101,Cyber Crime,44,Male,Unknown,Public,16,Yes,24:39.5,19.07895913,72.87526867
RPT-106220,26-09-2025,20-09-2025,08:14,Hyderabad,D404,Kidnapping,17,Male,Poison,Commercial,30,Yes,24:39.5,17.38839823,78.50586774
RPT-106221,05-06-2025,04-06-2025,23:15,Mumbai,F606,Theft,78,Other,Poison,Commercial,22,No,,19.07003922,72.87593196
RPT-106222,26-11-2024,15-11-2024,03:29,Hyderabad,F606,Assault,11,Male,Blunt Object,Public,18,Yes,24:39.5,17.39829501,78.47722563
RPT-106223,15-05-2025,07-05-2025,08:46,Bangalore,G707,Fraud,33,Female,None,Cyber,5,No,,12.98366124,77.60318203
RPT-106224,26-03-2025,22-03-2025,15:25,Bangalore,B202,Kidnapping,60,Other,Unknown,Cyber,12,No,,12.97004475,77.60566842
RPT-106225,13-08-2025,01-08-2025,00:49,Delhi,C303,Theft,70,Other,None,Transport,26,Yes,24:39.5,28.71975051,77.10261529
RPT-106226,06-03-2025,27-02-2025,19:25,Kolkata,F606,Assault,45,Male,Gun,Private,28,No,,22.57440829,88.36275824
RPT-106227,03-04-2025,31-03-2025,06:46,Chennai,F606,Assault,76,Female,Gun,Residential,16,No,,13.09635816,80.28433475
RPT-106228,16-09-2025,02-09-2025,09:30,Mumbai,D404,Robbery,75,Other,None,Transport,7,No,,19.09453541,72.88878146
RPT-106229,31-07-2025,29-07-2025,05:50,Kolkata,B202,Cyber Crime,60,Female,Gun,Public,26,No,,22.59042749,88.36915034
RPT-106230,09-04-2025,07-04-2025,10:41,Hyderabad,E505,Cyber Crime,67,Other,Blunt Object,Private,12,No,,17.39036085,78.50339082
RPT-106231,30-12-2024,16-12-2024,19:02,Delhi,F606,Cyber Crime,10,Male,Knife,Residential,19,Yes,24:39.5,28.6872077,77.08498247
RPT-106232,19-11-2024,17-11-2024,22:16,Mumbai,B202,Assault,38,Female,None,Cyber,1,Yes,24:39.5,19.05939436,72.88535572
RPT-106233,03-03-2025,01-03-2025,23:03,Mumbai,A101,Burglary,55,Male,Knife,Private,28,No,,19.05628381,72.86667996
RPT-106234,09-02-2025,30-01-2025,00:24,Hyderabad,F606,Fraud,60,Female,Poison,Private,15,Yes,24:39.5,17.40476077,78.47599332
RPT-106235,17-10-2025,06-10-2025,15:22,Bangalore,F606,Theft,83,Male,Blunt Object,Commercial,24,Yes,24:39.5,12.98740373,77.60586134
RPT-106236,05-11-2024,27-10-2024,20:55,Mumbai,D404,Cyber Crime,38,Other,Knife,Private,28,Yes,24:39.5,19.06212904,72.88834393
RPT-106237,29-08-2025,17-08-2025,20:00,Mumbai,E505,Burglary,73,Male,Blunt Object,Cyber,17,No,,19.06301727,72.89702711
RPT-106238,15-04-2025,02-04-2025,19:24,Kolkata,A101,Theft,11,Male,None,Transport,21,Yes,24:39.5,22.56297989,88.37213105
RPT-106239,22-11-2025,21-11-2025,20:10,Hyderabad,C303,Cyber Crime,33,Female,Blunt Object,Transport,24,Yes,24:39.5,17.36557048,78.48536745
RPT-106240,11-08-2025,09-08-2025,09:48,Pune,D404,Assault,82,Female,Knife,Commercial,13,No,,18.50406272,73.87215238
RPT-106241,18-03-2025,06-03-2025,02:06,Chennai,F606,Kidnapping,61,Other,Gun,Commercial,22,No,,13.08841127,80.2856364
RPT-106242,23-09-2025,16-09-2025,20:19,Kolkata,C303,Kidnapping,55,Female,Unknown,Public,22,Yes,24:39.5,22.55816265,88.34612514
RPT-106243,06-12-2024,03-12-2024,14:14,Pune,F606,Robbery,26,Male,Knife,Residential,30,Yes,24:39.5,18.53447923,73.86571128
RPT-106244,22-11-2025,21-11-2025,23:03,Mumbai,F606,Cyber Crime,62,Other,Gun,Transport,22,No,,19.07130694,72.88051582
RPT-106245,29-04-2025,26-04-2025,05:19,Hyderabad,B202,Assault,26,Female,Poison,Commercial,16,No,,17.38873518,78.48763474
RPT-106246,03-07-2025,21-06-2025,22:45,Pune,C303,Cyber Crime,69,Male,None,Residential,16,Yes,24:39.5,18.52989556,73.86768837
RPT-106247,02-11-2024,24-10-2024,06:42,Kolkata,F606,Robbery,81,Male,Unknown,Transport,24,No,,22.57712328,88.35685686
RPT-106248,30-01-2025,25-01-2025,19:14,Chennai,D404,Burglary,49,Female,Knife,Transport,1,No,,13.09823215,80.26374494
RPT-106249,26-11-2024,24-11-2024,23:05,Delhi,B202,Theft,47,Female,Blunt Object,Commercial,24,No,,28.69229412,77.11205887
RPT-106250,05-04-2025,03-04-2025,14:23,Mumbai,D404,Robbery,69,Female,Knife,Private,17,No,,19.07021823,72.8814685
RPT-106251,14-03-2025,06-03-2025,23:00,Bangalore,C303,Cyber Crime,31,Other,Gun,Transport,30,Yes,24:39.5,12.95287011,77.59213062
RPT-106252,13-09-2025,30-08-2025,01:34,Chennai,F606,Kidnapping,75,Other,None,Residential,23,No,,13.07341252,80.2597116
RPT-106253,17-01-2025,14-01-2025,23:00,Chennai,A101,Robbery,59,Male,None,Private,17,Yes,24:39.5,13.07477021,80.25382969
